year,selling_price,km_driven,owner,fuel_CNG,fuel_Diesel,fuel_Electric,fuel_LPG,fuel_Petrol,fuel_nan,transmission_Automatic,transmission_Manual,transmission_nan,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,seller_type_nan,brand
2013.0,450000,1000.0,2,False,True,False,False,False,False,False,True,False,True,False,False,False,23
2016.0,535000,52600.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,10
2012.0,225000,110000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2017.0,550000,19890.0,1,False,False,False,False,True,False,True,False,False,True,False,False,False,10
2015.0,625000,11918.0,1,False,False,False,False,True,False,False,True,False,False,False,True,False,18
2017.0,520000,10510.0,1,False,False,False,False,True,False,True,False,False,True,False,False,False,10
2016.0,239000,41000.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,3
2012.0,229999,49824.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,10
2005.0,80000,56580.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,10
2012.0,385000,52000.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,24
2017.0,600000,46507.0,1,False,True,False,False,False,False,False,True,False,False,False,True,False,18
2015.0,760000,55340.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2015.0,625000,60000.0,1,False,False,False,False,True,False,False,True,False,False,False,True,False,18
2015.0,750000,60000.0,1,False,True,False,False,False,False,False,True,False,False,False,True,False,18
2014.0,239000,41000.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,3
2005.0,80000,56580.0,0,False,False,False,False,True,False,False,True,False,True,False,False,False,10
2015.0,760000,60000.0,1,False,False,False,False,True,False,False,True,False,False,False,True,False,10
2014.0,350000,50000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2014.0,114999,30000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2013.0,380000,50000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,10
1995.0,95000,100000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2016.0,900000,35000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,17
2012.0,200999,90000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,3
2014.0,229999,11451.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2019.0,800000,60000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,25
2018.0,600000,60000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2005.0,150000,150000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,3
2009.0,150000,66000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,3
2014.0,380000,5000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2006.0,80000,66508.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2007.0,225000,55000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,9
2012.0,75000,29900.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,25
2012.0,185000,85000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,25
2011.0,425000,50000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,17
2010.0,100000,120000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,25
2008.0,140000,90000.0,3,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2017.0,710000,8000.0,1,False,False,False,False,True,False,True,False,False,False,True,False,False,18
2015.0,450000,7900.0,1,False,False,False,False,True,False,True,False,False,False,True,False,False,9
2017.0,210000,50000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,5
2016.0,270000,25000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2009.0,110000,20000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2018.0,540000,17500.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2008.0,145000,25000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,17
2013.0,250000,88600.0,1,False,False,False,True,False,False,False,True,False,False,True,False,False,10
2012.0,110000,80000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,25
2008.0,250000,100000.0,4,False,True,False,False,False,False,False,True,False,False,True,False,False,3
2010.0,140000,60000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,3
2019.0,925000,11000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2017.0,969999,30000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,25
2007.0,90000,80000.0,3,True,False,False,False,False,False,False,True,False,False,True,False,False,10
2001.0,55000,60000.0,3,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2007.0,155000,100000.0,4,False,True,False,False,False,False,False,True,False,False,True,False,False,10
2019.0,900000,15000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,17
2011.0,135000,90000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2012.0,180000,120000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2013.0,495000,100000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,10
2009.0,400000,138000.0,3,False,True,False,False,False,False,False,True,False,False,True,False,False,26
2008.0,250000,110000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,10
2015.0,138000,120000.0,4,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2011.0,311000,70000.0,2,False,False,False,False,True,False,True,False,False,False,True,False,False,9
2015.0,190000,70000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2011.0,311000,140000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,17
2009.0,300000,15000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2014.0,600000,20000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,9
2009.0,550000,100000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,17
2015.0,600000,70000.0,1,False,False,False,False,True,False,True,False,False,False,True,False,False,24
2018.0,195000,5000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2013.0,58000,27974.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,25
2018.0,183000,40000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2013.0,250000,38000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2014.0,400000,35000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,25
2012.0,409999,60000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,10
2004.0,120000,120000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,24
2018.0,600000,18000.0,1,False,False,False,False,True,False,True,False,False,False,True,False,False,18
2016.0,600000,60000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,9
2015.0,825000,90000.0,3,False,True,False,False,False,False,False,True,False,False,True,False,False,17
2016.0,625000,80000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,26
2020.0,700000,1400.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,10
2011.0,160000,60000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,3
2011.0,114999,60000.0,3,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2009.0,150000,53000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2010.0,250000,100000.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,27
2012.0,390000,86000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,10
2015.0,650000,100000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,23
2016.0,600000,30000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,10
2011.0,250000,120000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2011.0,229999,60000.0,2,False,False,False,True,False,False,False,True,False,False,True,False,False,10
2016.0,299000,50000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2010.0,330000,124000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,3
2012.0,180000,100000.0,3,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2017.0,475000,42000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2015.0,325000,100000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,10
2016.0,639000,28205.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,9
2017.0,415000,32670.0,1,False,False,False,False,True,False,True,False,False,True,False,False,False,18
2016.0,1199000,30093.0,1,False,True,False,False,False,False,True,False,False,True,False,False,False,10
2013.0,525000,56228.0,1,True,False,False,False,False,False,False,True,False,True,False,False,False,18
2013.0,425000,59319.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,10
2016.0,699000,39503.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,18
2013.0,325000,35299.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,10
2011.0,275000,51687.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,26
2011.0,269000,76259.0,1,False,False,False,False,True,False,True,False,False,True,False,False,False,27
2013.0,399000,44049.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,27
2017.0,475000,45087.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,17
2011.0,249000,41125.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,26
2011.0,254999,54206.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,27
2012.0,269000,52547.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,24
2014.0,665000,59110.0,0,False,True,False,False,False,False,False,True,False,True,False,False,False,18
2014.0,299000,54565.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,18
2010.0,265000,47564.0,2,False,False,False,False,True,False,False,True,False,True,False,False,False,10
2010.0,211000,45143.0,2,False,False,False,False,True,False,False,True,False,True,False,False,False,27
2013.0,599000,61624.0,2,False,False,False,False,True,False,True,False,False,True,False,False,False,24
2014.0,550000,50000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,10
2010.0,220000,120000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,25
2019.0,500000,20000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2010.0,140000,60000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2013.0,325000,60000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2010.0,210000,90000.0,3,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2008.0,110000,90000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2019.0,1200000,25000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,10
2017.0,229999,40000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2006.0,165000,132000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2018.0,525000,10980.0,1,False,False,False,False,True,False,True,False,False,True,False,False,False,25
2018.0,325000,20629.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,10
2015.0,400000,30000.0,1,False,False,False,False,True,False,True,False,False,False,True,False,False,10
2015.0,550000,69782.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,18
2003.0,98000,54000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2013.0,900000,63654.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,17
2017.0,700000,60000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,23
2015.0,890000,52000.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,17
2015.0,490000,59385.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,18
2015.0,525000,70378.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,10
2013.0,330000,55425.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,18
2013.0,550000,78413.0,2,False,True,False,False,False,False,False,True,False,True,False,False,False,17
2018.0,790000,40890.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,17
2015.0,350000,34823.0,2,False,False,False,False,True,False,False,True,False,True,False,False,False,9
2017.0,750000,55545.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,18
2014.0,409999,60000.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,9
2016.0,220000,43700.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2009.0,68000,120000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,25
2017.0,290000,20000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2014.0,600000,27483.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,9
2019.0,470000,8000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2008.0,150000,30000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2014.0,180000,56207.0,2,False,True,False,False,False,False,False,True,False,True,False,False,False,18
2006.0,80000,70000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2018.0,875000,1440.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,9
2019.0,300000,50000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2011.0,220000,63657.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,27
2013.0,250000,60000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,17
2016.0,919999,75000.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,26
2013.0,380000,97248.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,27
2012.0,450000,46000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2016.0,770000,10000.0,1,False,False,False,False,True,False,True,False,False,False,True,False,False,10
2018.0,550000,80000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2011.0,320000,100000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,25
2013.0,400000,35000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2017.0,450000,50000.0,1,False,True,False,False,False,False,True,False,False,False,True,False,False,18
2011.0,220000,90000.0,3,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2012.0,400000,150000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,17
2013.0,530000,89000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2014.0,390000,60000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2012.0,185000,100000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,6
2012.0,300000,100000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2014.0,575000,90000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2014.0,300000,75000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2017.0,425000,36000.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,26
2016.0,350000,12000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2017.0,550000,12997.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,9
2017.0,500000,40000.0,1,False,False,False,False,True,False,True,False,False,False,True,False,False,18
2015.0,600000,60000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,17
2013.0,300000,25000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,17
2018.0,1150000,26430.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,10
2015.0,475000,24600.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,18
2011.0,260000,28481.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,18
2013.0,350000,100000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,8
2013.0,750000,41988.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,17
2009.0,180000,30375.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,18
2017.0,350000,7658.0,1,False,False,False,False,True,False,True,False,False,True,False,False,False,23
2017.0,611000,34400.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,18
2017.0,325000,18500.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,23
2012.0,225000,48000.0,0,False,False,False,False,True,False,False,True,False,True,False,False,False,10
2014.0,300000,28942.0,1,False,False,False,False,True,False,True,False,False,True,False,False,False,18
2017.0,400000,50000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,17
2012.0,711000,53600.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,17
2015.0,851000,53652.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,26
2014.0,500000,25000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2007.0,250000,60000.0,0,False,True,False,False,False,False,False,True,False,False,True,False,False,26
2017.0,150000,50000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2016.0,610000,15000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,17
2018.0,450000,5000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,17
2017.0,744000,106000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,10
2008.0,120000,100000.0,0,False,False,False,False,True,False,False,True,False,False,True,False,False,3
2016.0,220000,60000.0,3,False,False,False,False,True,False,False,True,False,False,True,False,False,23
2012.0,480000,120000.0,4,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2017.0,370000,82000.0,1,False,False,False,False,True,False,True,False,False,False,True,False,False,18
2003.0,55000,35000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,6
2011.0,260000,125000.0,3,False,True,False,False,False,False,False,True,False,False,True,False,False,10
2015.0,350000,130000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,6
2012.0,170000,97000.0,2,True,False,False,False,False,False,False,True,False,False,True,False,False,18
2015.0,350000,90000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2009.0,250000,60000.0,3,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2013.0,170000,60000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,25
2019.0,550000,60000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2017.0,400000,15000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,9
2011.0,120000,20000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,25
2010.0,275000,70000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,8
2016.0,285000,90000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,25
2016.0,900000,80000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,10
2013.0,620000,70000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,10
2018.0,650000,15000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,8
2014.0,500000,35000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2009.0,250000,120000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,25
2018.0,950000,15000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,17
2015.0,320000,60000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,26
2013.0,450000,120000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,23
2016.0,350000,90000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,17
2015.0,400000,90000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2009.0,250000,72000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,10
1999.0,85000,70000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2001.0,52000,50000.0,3,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2017.0,1200000,50000.0,1,False,True,False,False,False,False,True,False,False,False,True,False,False,25
2011.0,450000,60000.0,3,False,False,False,False,True,False,True,False,False,False,True,False,False,10
2018.0,615000,40000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2012.0,400000,60000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2013.0,60000,40000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,25
2017.0,500000,60000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2015.0,600000,45000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,9
2010.0,110000,110000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2013.0,175000,80000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2011.0,325000,100000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,8
2017.0,425000,90000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2009.0,160000,70000.0,3,True,False,False,False,False,False,False,True,False,False,True,False,False,10
2007.0,100000,80000.0,3,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2014.0,390000,110000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2017.0,400000,50000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2018.0,509999,5000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,25
2008.0,150000,90000.0,3,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2009.0,110000,120000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2013.0,450000,80000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,21
2017.0,400000,60000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2009.0,140000,120000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2011.0,130000,90000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,25
2017.0,160000,50000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2016.0,150000,60000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2013.0,500000,100000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,17
2011.0,40000,60000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,25
2015.0,227000,70000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,17
2011.0,285000,50000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2012.0,155000,60000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2016.0,210000,30000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2009.0,140000,80000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2015.0,940000,128000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,26
2013.0,750000,80000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,21
2016.0,610000,100000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2015.0,450000,50000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,21
2012.0,409999,60000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,26
2018.0,100000,60000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2018.0,300000,10500.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,23
2013.0,400000,107000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,17
2010.0,210000,60000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2006.0,90000,120000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2010.0,222000,70000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2015.0,240000,50000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2013.0,450000,70000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,26
2012.0,225000,110000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2016.0,239000,60000.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,3
2012.0,385000,52000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,24
2014.0,600000,46507.0,1,False,True,False,False,False,False,False,True,False,False,False,True,False,18
2012.0,735000,55300.0,1,False,True,False,False,False,False,True,False,False,True,False,False,False,27
2012.0,285000,74300.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,25
2010.0,350000,48781.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,9
2014.0,290000,87620.0,1,False,True,False,False,False,False,True,False,False,True,False,False,False,27
2017.0,890000,40219.0,1,False,True,False,False,False,False,True,False,False,True,False,False,False,27
2011.0,385000,11473.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,9
2017.0,425000,8352.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,18
2017.0,525000,9745.0,1,False,False,False,False,True,False,True,False,False,True,False,False,False,18
2017.0,550000,9748.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,10
2012.0,271000,49000.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,27
2015.0,490000,31080.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,10
2014.0,260000,37605.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,10
2014.0,455000,55850.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,10
2010.0,75000,58850.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,25
2015.0,421000,23839.0,1,False,False,False,False,True,False,False,True,False,True,False,False,False,26
2016.0,550000,54000.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,18
2013.0,330000,38000.0,1,False,False,False,False,True,False,True,False,False,True,False,False,False,10
2012.0,390000,45454.0,1,False,True,False,False,False,False,False,True,False,True,False,False,False,27
2015.0,599000,46957.0,1,False,True,False,False,False,False,True,False,False,True,False,False,False,24
2007.0,110000,60000.0,0,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2016.0,250000,25000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,23
2012.0,600000,110000.0,4,False,True,False,False,False,False,False,True,False,False,True,False,False,17
2008.0,80000,90000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,17
2019.0,350000,5000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2015.0,475000,60000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2018.0,500000,50000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2014.0,250000,120000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,3
2005.0,100000,120000.0,2,False,True,False,False,False,False,False,True,False,False,True,False,False,10
2005.0,95000,120000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2015.0,409999,58000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,10
2018.0,1050000,35000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,17
2017.0,320000,30000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2019.0,1000000,10000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,17
2018.0,950000,20000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,17
2018.0,750000,50000.0,0,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2014.0,220000,42000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2017.0,1000000,50000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,25
2017.0,660000,116000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,9
2015.0,716000,100000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2015.0,675000,66000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2010.0,385000,110000.0,3,False,True,False,False,False,False,False,True,False,False,True,False,False,17
2014.0,325000,70000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,6
2015.0,950000,60000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,10
2007.0,400000,110000.0,4,False,True,False,False,False,False,True,False,False,False,True,False,False,8
2014.0,250000,25000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,25
2014.0,210000,20000.0,1,False,False,False,False,True,False,False,True,False,False,True,False,False,18
2011.0,147000,110000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2018.0,725000,26350.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,18
2012.0,550000,90000.0,1,False,True,False,False,False,False,False,True,False,False,True,False,False,17
2016.0,475000,25000.0,0,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2014.0,250000,50000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2006.0,70000,60000.0,2,False,False,False,False,True,False,False,True,False,False,True,False,False,25
2012.0,160000,70000.0,3,False,False,False,False,True,False,False,True,False,False,True,False,False,10
2011.0,1000000,90000.0,2,False,True,False,False,False,False,True,False,False,False,True,False,False,8
